instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weather_group,weekday_name,month_name,date_hour,year,temp_c,feels_like_c,humidity_pct,windspeed_kph,casual_share,is_weekend,is_rush_hour,is_commute_window,day_type,hour_band,temp_band,weather_severity,feels_temp_gap,hour_sin,hour_cos,month_sin,month_cos
7829,2011-11-27,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,Fall,Clear / Few clouds,Clear,Sunday,Nov,2011-11-27 19:00:00,2011,19.68,23.485,67.0,15.001299999999999,0.2158273381294964,1,0,1,Weekend / holiday,Evening commute,Mild (10-20C),1,-0.010299999999999976,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7830,2011-11-27,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,Fall,Clear / Few clouds,Clear,Sunday,Nov,2011-11-27 20:00:00,2011,20.5,24.240000000000002,63.0,16.997899999999998,0.09615384615384616,1,0,0,Weekend / holiday,Late evening,Warm (20-30C),1,-0.015199999999999991,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7831,2011-11-27,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,Fall,Clear / Few clouds,Clear,Sunday,Nov,2011-11-27 21:00:00,2011,19.68,23.485,67.0,19.0012,0.14772727272727273,1,0,0,Weekend / holiday,Late evening,Mild (10-20C),1,-0.010299999999999976,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7832,2011-11-27,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,Fall,Clear / Few clouds,Clear,Sunday,Nov,2011-11-27 22:00:00,2011,19.68,23.485,72.0,16.997899999999998,0.19696969696969696,1,0,0,Weekend / holiday,Late evening,Mild (10-20C),1,-0.010299999999999976,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7833,2011-11-27,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,Fall,Clear / Few clouds,Clear,Sunday,Nov,2011-11-27 23:00:00,2011,19.68,23.485,72.0,16.997899999999998,0.15625,1,0,0,Weekend / holiday,Late evening,Mild (10-20C),1,-0.010299999999999976,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 00:00:00,2011,18.86,22.725,77.0,19.0012,0.375,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.005500000000000005,0.0,1.0,-0.8660254037844386,0.5000000000000001
7835,2011-11-28,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 01:00:00,2011,18.86,22.725,77.0,19.999499999999998,0.07692307692307693,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.005500000000000005,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7836,2011-11-28,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 03:00:00,2011,18.04,21.97,88.0,15.001299999999999,0.2,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.0005999999999999894,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 04:00:00,2011,18.04,21.97,82.0,6.0032,0.0,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.0005999999999999894,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7838,2011-11-28,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 05:00:00,2011,16.400000000000002,20.455000000000002,87.0,0.0,0.0,0,0,0,Working day,Overnight,Mild (10-20C),1,0.009099999999999997,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7839,2011-11-28,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 06:00:00,2011,17.22,21.21,82.0,6.0032,0.057692307692307696,0,0,1,Working day,Morning commute,Mild (10-20C),1,0.004200000000000037,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7840,2011-11-28,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 07:00:00,2011,17.22,21.21,88.0,0.0,0.02527075812274368,0,1,1,Working day,Morning commute,Mild (10-20C),1,0.004200000000000037,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7841,2011-11-28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 08:00:00,2011,17.22,21.21,94.0,0.0,0.03194103194103194,0,1,1,Working day,Morning commute,Mild (10-20C),2,0.004200000000000037,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 09:00:00,2011,18.04,21.97,88.0,15.001299999999999,0.08173076923076923,0,1,1,Working day,Morning commute,Mild (10-20C),2,-0.0005999999999999894,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7843,2011-11-28,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 10:00:00,2011,19.68,23.485,77.0,8.9981,0.19626168224299065,0,0,0,Working day,Midday,Mild (10-20C),2,-0.010299999999999976,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7844,2011-11-28,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 11:00:00,2011,21.32,25.0,68.0,7.0015,0.09322033898305085,0,0,0,Working day,Midday,Warm (20-30C),2,-0.020000000000000018,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 12:00:00,2011,22.96,26.515,60.0,7.0015,0.07303370786516854,0,0,0,Working day,Midday,Warm (20-30C),1,-0.02970000000000006,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7846,2011-11-28,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 13:00:00,2011,23.779999999999998,27.275,56.00000000000001,0.0,0.15432098765432098,0,0,0,Working day,Midday,Warm (20-30C),2,-0.034499999999999975,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7847,2011-11-28,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 14:00:00,2011,24.599999999999998,31.06,56.00000000000001,0.0,0.0979020979020979,0,0,0,Working day,Midday,Warm (20-30C),1,0.021199999999999997,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7848,2011-11-28,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 15:00:00,2011,23.779999999999998,27.275,60.0,11.0014,0.12,0,0,0,Working day,Midday,Warm (20-30C),1,-0.034499999999999975,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7849,2011-11-28,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 16:00:00,2011,22.96,26.515,60.0,12.998000000000001,0.09090909090909091,0,1,1,Working day,Evening commute,Warm (20-30C),1,-0.02970000000000006,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7850,2011-11-28,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 17:00:00,2011,23.779999999999998,27.275,56.00000000000001,12.998000000000001,0.05128205128205128,0,1,1,Working day,Evening commute,Warm (20-30C),1,-0.034499999999999975,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7851,2011-11-28,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 18:00:00,2011,22.96,26.515,64.0,15.001299999999999,0.04807692307692308,0,1,1,Working day,Evening commute,Warm (20-30C),1,-0.02970000000000006,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7852,2011-11-28,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,Fall,Clear / Few clouds,Clear,Monday,Nov,2011-11-28 19:00:00,2011,22.14,25.759999999999998,73.0,15.001299999999999,0.015151515151515152,0,0,1,Working day,Evening commute,Warm (20-30C),1,-0.024800000000000044,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7853,2011-11-28,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 20:00:00,2011,22.14,25.759999999999998,73.0,16.997899999999998,0.05504587155963303,0,0,0,Working day,Late evening,Warm (20-30C),2,-0.024800000000000044,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 21:00:00,2011,22.14,25.759999999999998,77.0,15.001299999999999,0.02564102564102564,0,0,0,Working day,Late evening,Warm (20-30C),2,-0.024800000000000044,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7855,2011-11-28,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 22:00:00,2011,21.32,25.0,83.0,7.0015,0.06422018348623854,0,0,0,Working day,Late evening,Warm (20-30C),2,-0.020000000000000018,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7856,2011-11-28,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,Fall,Mist / Cloudy,Cloudy / mist,Monday,Nov,2011-11-28 23:00:00,2011,21.32,25.0,83.0,8.9981,0.10869565217391304,0,0,0,Working day,Late evening,Warm (20-30C),2,-0.020000000000000018,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7857,2011-11-29,4,0,11,0,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 00:00:00,2011,21.32,25.0,83.0,0.0,0.18181818181818182,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.020000000000000018,0.0,1.0,-0.8660254037844386,0.5000000000000001
7858,2011-11-29,4,0,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 01:00:00,2011,21.32,25.0,83.0,6.0032,0.058823529411764705,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.020000000000000018,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7859,2011-11-29,4,0,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 02:00:00,2011,20.5,24.240000000000002,88.0,0.0,0.0,0,0,0,Working day,Overnight,Warm (20-30C),2,-0.015199999999999991,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7860,2011-11-29,4,0,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 03:00:00,2011,20.5,24.240000000000002,88.0,0.0,0.0,0,0,0,Working day,Overnight,Warm (20-30C),2,-0.015199999999999991,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7861,2011-11-29,4,0,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 04:00:00,2011,21.32,25.0,83.0,22.0028,0.16666666666666666,0,0,0,Working day,Overnight,Warm (20-30C),2,-0.020000000000000018,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7862,2011-11-29,4,0,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 05:00:00,2011,20.5,24.240000000000002,88.0,19.0012,0.045454545454545456,0,0,0,Working day,Overnight,Warm (20-30C),1,-0.015199999999999991,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7863,2011-11-29,4,0,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 06:00:00,2011,21.32,25.0,83.0,19.0012,0.011235955056179775,0,0,1,Working day,Morning commute,Warm (20-30C),1,-0.020000000000000018,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7864,2011-11-29,4,0,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 07:00:00,2011,21.32,25.0,77.0,15.001299999999999,0.03508771929824561,0,1,1,Working day,Morning commute,Warm (20-30C),1,-0.020000000000000018,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7865,2011-11-29,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 08:00:00,2011,22.14,25.759999999999998,77.0,19.0012,0.0200445434298441,0,1,1,Working day,Morning commute,Warm (20-30C),1,-0.024800000000000044,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 09:00:00,2011,22.96,26.515,73.0,27.999299999999998,0.024752475247524754,0,1,1,Working day,Morning commute,Warm (20-30C),3,-0.02970000000000006,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7867,2011-11-29,4,0,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 10:00:00,2011,22.96,26.515,73.0,27.999299999999998,0.05555555555555555,0,0,0,Working day,Midday,Warm (20-30C),3,-0.02970000000000006,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7868,2011-11-29,4,0,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 11:00:00,2011,20.5,24.240000000000002,88.0,19.999499999999998,0.09090909090909091,0,0,0,Working day,Midday,Warm (20-30C),3,-0.015199999999999991,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7869,2011-11-29,4,0,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 12:00:00,2011,17.22,21.21,82.0,27.999299999999998,0.05555555555555555,0,0,0,Working day,Midday,Mild (10-20C),3,0.004200000000000037,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7870,2011-11-29,4,0,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 13:00:00,2011,17.22,21.21,77.0,19.0012,0.0,0,0,0,Working day,Midday,Mild (10-20C),3,0.004200000000000037,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7871,2011-11-29,4,0,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 14:00:00,2011,16.400000000000002,20.455000000000002,94.0,12.998000000000001,0.027777777777777776,0,0,0,Working day,Midday,Mild (10-20C),3,0.009099999999999997,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7872,2011-11-29,4,0,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 15:00:00,2011,16.400000000000002,20.455000000000002,87.0,22.0028,0.07692307692307693,0,0,0,Working day,Midday,Mild (10-20C),3,0.009099999999999997,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,Fall,Light rain or snow,Precipitation,Tuesday,Nov,2011-11-29 16:00:00,2011,16.400000000000002,20.455000000000002,87.0,15.001299999999999,0.033112582781456956,0,1,1,Working day,Evening commute,Mild (10-20C),3,0.009099999999999997,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 17:00:00,2011,16.400000000000002,20.455000000000002,87.0,19.999499999999998,0.022598870056497175,0,1,1,Working day,Evening commute,Mild (10-20C),2,0.009099999999999997,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7875,2011-11-29,4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 18:00:00,2011,16.400000000000002,20.455000000000002,82.0,19.999499999999998,0.030726256983240222,0,1,1,Working day,Evening commute,Mild (10-20C),2,0.009099999999999997,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
7876,2011-11-29,4,0,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 19:00:00,2011,16.400000000000002,20.455000000000002,82.0,22.0028,0.024,0,0,1,Working day,Evening commute,Mild (10-20C),2,0.009099999999999997,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
7877,2011-11-29,4,0,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 20:00:00,2011,15.58,19.695,87.0,16.997899999999998,0.043478260869565216,0,0,0,Working day,Late evening,Mild (10-20C),2,0.013899999999999968,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7878,2011-11-29,4,0,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,Fall,Mist / Cloudy,Cloudy / mist,Tuesday,Nov,2011-11-29 21:00:00,2011,15.58,19.695,87.0,16.997899999999998,0.072,0,0,0,Working day,Late evening,Mild (10-20C),2,0.013899999999999968,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
7879,2011-11-29,4,0,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 22:00:00,2011,15.58,19.695,82.0,19.999499999999998,0.05263157894736842,0,0,0,Working day,Late evening,Mild (10-20C),1,0.013899999999999968,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,Fall,Clear / Few clouds,Clear,Tuesday,Nov,2011-11-29 23:00:00,2011,14.76,16.665,76.0,26.0027,0.0,0,0,0,Working day,Late evening,Mild (10-20C),1,-0.0267,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
7881,2011-11-30,4,0,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 00:00:00,2011,14.76,16.665,62.0,27.999299999999998,0.041666666666666664,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.0267,0.0,1.0,-0.8660254037844386,0.5000000000000001
7882,2011-11-30,4,0,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 01:00:00,2011,13.940000000000001,15.15,66.0,22.0028,0.0,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.03700000000000003,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
7883,2011-11-30,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 02:00:00,2011,13.120000000000001,15.909999999999998,70.0,11.0014,0.0,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.0018000000000000238,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
7884,2011-11-30,4,0,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 03:00:00,2011,13.120000000000001,15.909999999999998,70.0,11.0014,0.0,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.0018000000000000238,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
7885,2011-11-30,4,0,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 04:00:00,2011,12.299999999999999,14.395,75.0,15.001299999999999,0.0,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.0121,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7886,2011-11-30,4,0,11,5,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 05:00:00,2011,11.48,13.635,81.0,12.998000000000001,0.045454545454545456,0,0,0,Working day,Overnight,Mild (10-20C),1,-0.007300000000000029,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
7887,2011-11-30,4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 06:00:00,2011,10.66,13.635,87.0,7.0015,0.02912621359223301,0,0,1,Working day,Morning commute,Mild (10-20C),1,0.012699999999999989,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 07:00:00,2011,10.66,13.635,81.0,7.0015,0.031578947368421054,0,1,1,Working day,Morning commute,Mild (10-20C),1,0.012699999999999989,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
7889,2011-11-30,4,0,11,8,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 08:00:00,2011,11.48,13.635,81.0,12.998000000000001,0.027196652719665274,0,1,1,Working day,Morning commute,Mild (10-20C),1,-0.007300000000000029,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
7890,2011-11-30,4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 09:00:00,2011,12.299999999999999,14.395,75.0,19.0012,0.03626943005181347,0,1,1,Working day,Morning commute,Mild (10-20C),1,-0.0121,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
7891,2011-11-30,4,0,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 10:00:00,2011,13.940000000000001,15.909999999999998,66.0,15.001299999999999,0.13636363636363635,0,0,0,Working day,Midday,Mild (10-20C),1,-0.02180000000000004,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
7892,2011-11-30,4,0,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 11:00:00,2011,15.58,19.695,54.0,19.999499999999998,0.08196721311475409,0,0,0,Working day,Midday,Mild (10-20C),1,0.013899999999999968,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
7893,2011-11-30,4,0,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,Fall,Mist / Cloudy,Cloudy / mist,Wednesday,Nov,2011-11-30 12:00:00,2011,14.76,16.665,53.0,19.0012,0.075,0,0,0,Working day,Midday,Mild (10-20C),2,-0.0267,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
7894,2011-11-30,4,0,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,Fall,Mist / Cloudy,Cloudy / mist,Wednesday,Nov,2011-11-30 13:00:00,2011,15.58,19.695,43.0,23.9994,0.10884353741496598,0,0,0,Working day,Midday,Mild (10-20C),2,0.013899999999999968,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
7895,2011-11-30,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,Fall,Mist / Cloudy,Cloudy / mist,Wednesday,Nov,2011-11-30 14:00:00,2011,15.58,19.695,43.0,23.9994,0.11607142857142858,0,0,0,Working day,Midday,Mild (10-20C),2,0.013899999999999968,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
7896,2011-11-30,4,0,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 15:00:00,2011,14.76,16.665,46.0,22.0028,0.09565217391304348,0,0,0,Working day,Midday,Mild (10-20C),1,-0.0267,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
7897,2011-11-30,4,0,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,Fall,Clear / Few clouds,Clear,Wednesday,Nov,2011-11-30 16:00:00,2011,14.76,16.665,46.0,19.0012,0.11946902654867257,0,1,1,Working day,Evening commute,Mild (10-20C),1,-0.0267,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
7898,2011-11-30,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,Fall,Mist / Cloudy,Cloudy / mist,Wednesday,Nov,2011-11-30 17:00:00,2011,13.940000000000001,15.15,49.0,22.0028,0.039473684210526314,0,1,1,Working day,Evening commute,Mild (10-20C),2,-0.03700000000000003,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
